Month,Year,Region,Country,Product,Units_Sold,Revenue
Apr,2023,AMAR,Mexico,LocoTrack HGD4,1922,192200
Apr,2023,AMAR,Mexico,LocoTrack HGR4,1602,160200
Apr,2023,AMAR,Mexico,LocoTrack HGP4,1602,160200
Apr,2023,AMAR,Mexico,LocoTrack HFR4,1602,160200
Apr,2023,AMAR,Mexico,LocoTag P4P,160,16000
Apr,2023,AMAR,Mexico,LocoTag E4BL,1108,110800
Apr,2023,AMAR,Mexico,LocoTag C2PL,187,18700
May,2023,EMEA,United Kingdom,LocoTrack HGD4,2160,216000
May,2023,EMEA,United Kingdom,LocoTrack HGR4,1800,180000
May,2023,EMEA,United Kingdom,LocoTrack HGP4,1800,180000
May,2023,EMEA,United Kingdom,LocoTrack HFR4,1800,180000
May,2023,EMEA,United Kingdom,LocoTag P4P,180,18000
May,2023,EMEA,United Kingdom,LocoTag E4BL,1248,124800
May,2023,EMEA,United Kingdom,LocoTag C2PL,211,21100
May,2023,EMEA,Germany,LocoTrack HGD4,2160,216000
May,2023,EMEA,Germany,LocoTrack HGR4,1800,180000
May,2023,EMEA,Germany,LocoTrack HGP4,1800,180000
May,2023,EMEA,Germany,LocoTrack HFR4,1800,180000
May,2023,EMEA,Germany,LocoTag P4P,180,18000
May,2023,EMEA,Germany,LocoTag E4BL,1248,124800
May,2023,EMEA,Germany,LocoTag C2PL,211,21100
May,2023,EMEA,France,LocoTrack HGD4,2160,216000
May,2023,EMEA,France,LocoTrack HGR4,1800,180000
May,2023,EMEA,France,LocoTrack HGP4,1800,180000
May,2023,EMEA,France,LocoTrack HFR4,1800,180000
May,2023,EMEA,France,LocoTag P4P,180,18000
May,2023,EMEA,France,LocoTag E4BL,1248,124800
May,2023,EMEA,France,LocoTag C2PL,211,21100
May,2023,APAC,Japan,LocoTrack HGD4,1728,172800
May,2023,APAC,Japan,LocoTrack HGR4,1440,144000
May,2023,APAC,Japan,LocoTrack HGP4,1440,144000
May,2023,APAC,Japan,LocoTrack HFR4,1440,144000
May,2023,APAC,Japan,LocoTag P4P,144,14400
May,2023,APAC,Japan,LocoTag E4BL,998,99800
May,2023,APAC,Japan,LocoTag C2PL,168,16800
May,2023,APAC,Australia,LocoTrack HGD4,1728,172800
May,2023,APAC,Australia,LocoTrack HGR4,1440,144000
May,2023,APAC,Australia,LocoTrack HGP4,1440,144000
May,2023,APAC,Australia,LocoTrack HFR4,1440,144000
May,2023,APAC,Australia,LocoTag P4P,144,14400
May,2023,APAC,Australia,LocoTag E4BL,998,99800
May,2023,APAC,Australia,LocoTag C2PL,168,16800
May,2023,APAC,Singapore,LocoTrack HGD4,1728,172800
May,2023,APAC,Singapore,LocoTrack HGR4,1440,144000
May,2023,APAC,Singapore,LocoTrack HGP4,1440,144000
May,2023,APAC,Singapore,LocoTrack HFR4,1440,144000
May,2023,APAC,Singapore,LocoTag P4P,144,14400
May,2023,APAC,Singapore,LocoTag E4BL,998,99800
May,2023,APAC,Singapore,LocoTag C2PL,168,16800
May,2023,AMAR,United States,LocoTrack HGD4,1944,194400
May,2023,AMAR,United States,LocoTrack HGR4,1620,162000
May,2023,AMAR,United States,LocoTrack HGP4,1620,162000
May,2023,AMAR,United States,LocoTrack HFR4,1620,162000
May,2023,AMAR,United States,LocoTag P4P,162,16200
May,2023,AMAR,United States,LocoTag E4BL,1123,112300
May,2023,AMAR,United States,LocoTag C2PL,190,19000
May,2023,AMAR,Canada,LocoTrack HGD4,1944,194400
May,2023,AMAR,Canada,LocoTrack HGR4,1620,162000
May,2023,AMAR,Canada,LocoTrack HGP4,1620,162000
May,2023,AMAR,Canada,LocoTrack HFR4,1620,162000
May,2023,AMAR,Canada,LocoTag P4P,162,16200
May,2023,AMAR,Canada,LocoTag E4BL,1123,112300
May,2023,AMAR,Canada,LocoTag C2PL,190,19000
May,2023,AMAR,Mexico,LocoTrack HGD4,1944,194400
May,2023,AMAR,Mexico,LocoTrack HGR4,1620,162000
May,2023,AMAR,Mexico,LocoTrack HGP4,1620,162000
May,2023,AMAR,Mexico,LocoTrack HFR4,1620,162000
May,2023,AMAR,Mexico,LocoTag P4P,162,16200
May,2023,AMAR,Mexico,LocoTag E4BL,1123,112300
May,2023,AMAR,Mexico,LocoTag C2PL,190,19000
Jun,2023,EMEA,United Kingdom,LocoTrack HGD4,2184,218400
Jun,2023,EMEA,United Kingdom,LocoTrack HGR4,1820,182000
Jun,2023,EMEA,United Kingdom,LocoTrack HGP4,1820,182000
Jun,2023,EMEA,United Kingdom,LocoTrack HFR4,1820,182000
Jun,2023,EMEA,United Kingdom,LocoTag P4P,182,18200
Jun,2023,EMEA,United Kingdom,LocoTag E4BL,1264,126400
Jun,2023,EMEA,United Kingdom,LocoTag C2PL,214,21400
Jun,2023,EMEA,Germany,LocoTrack HGD4,2184,218400
Jun,2023,EMEA,Germany,LocoTrack HGR4,1820,182000
Jun,2023,EMEA,Germany,LocoTrack HGP4,1820,182000
Jun,2023,EMEA,Germany,LocoTrack HFR4,1820,182000
Jun,2023,EMEA,Germany,LocoTag P4P,182,18200
Jun,2023,EMEA,Germany,LocoTag E4BL,1264,126400
Jun,2023,EMEA,Germany,LocoTag C2PL,214,21400
Jun,2023,EMEA,France,LocoTrack HGD4,2184,218400
Jun,2023,EMEA,France,LocoTrack HGR4,1820,182000
Jun,2023,EMEA,France,LocoTrack HGP4,1820,182000
Jun,2023,EMEA,France,LocoTrack HFR4,1820,182000
Jun,2023,EMEA,France,LocoTag P4P,182,18200
Jun,2023,EMEA,France,LocoTag E4BL,1264,126400
Jun,2023,EMEA,France,LocoTag C2PL,214,21400
Jun,2023,APAC,Japan,LocoTrack HGD4,1747,174700
Jun,2023,APAC,Japan,LocoTrack HGR4,1456,145600
Jun,2023,APAC,Japan,LocoTrack HGP4,1456,145600
Jun,2023,APAC,Japan,LocoTrack HFR4,1456,145600
Jun,2023,APAC,Japan,LocoTag P4P,145,14500
Jun,2023,APAC,Japan,LocoTag E4BL,1011,101100
Jun,2023,APAC,Japan,LocoTag C2PL,171,17100
Jun,2023,APAC,Australia,LocoTrack HGD4,1747,174700
Jun,2023,APAC,Australia,LocoTrack HGR4,1456,145600
Jun,2023,APAC,Australia,LocoTrack HGP4,1456,145600
Jun,2023,APAC,Australia,LocoTrack HFR4,1456,145600
Jun,2023,APAC,Australia,LocoTag P4P,145,14500
Jun,2023,APAC,Australia,LocoTag E4BL,1011,101100
Jun,2023,APAC,Australia,LocoTag C2PL,171,17100
Jun,2023,APAC,Singapore,LocoTrack HGD4,1747,174700
Jun,2023,APAC,Singapore,LocoTrack HGR4,1456,145600
Jun,2023,APAC,Singapore,LocoTrack HGP4,1456,145600
Jun,2023,APAC,Singapore,LocoTrack HFR4,1456,145600
Jun,2023,APAC,Singapore,LocoTag P4P,145,14500
Jun,2023,APAC,Singapore,LocoTag E4BL,1011,101100
Jun,2023,APAC,Singapore,LocoTag C2PL,171,17100
Jun,2023,AMAR,United States,LocoTrack HGD4,1965,196500
Jun,2023,AMAR,United States,LocoTrack HGR4,1638,163800
Jun,2023,AMAR,United States,LocoTrack HGP4,1638,163800
Jun,2023,AMAR,United States,LocoTrack HFR4,1638,163800
Jun,2023,AMAR,United States,LocoTag P4P,163,16300
Jun,2023,AMAR,United States,LocoTag E4BL,1137,113700
Jun,2023,AMAR,United States,LocoTag C2PL,192,19200
Jun,2023,AMAR,Canada,LocoTrack HGD4,1965,196500
Jun,2023,AMAR,Canada,LocoTrack HGR4,1638,163800
Jun,2023,AMAR,Canada,LocoTrack HGP4,1638,163800
Jun,2023,AMAR,Canada,LocoTrack HFR4,1638,163800
Jun,2023,AMAR,Canada,LocoTag P4P,163,16300
Jun,2023,AMAR,Canada,LocoTag E4BL,1137,113700
Jun,2023,AMAR,Canada,LocoTag C2PL,192,19200
Jun,2023,AMAR,Mexico,LocoTrack HGD4,1965,196500
Jun,2023,AMAR,Mexico,LocoTrack HGR4,1638,163800
Jun,2023,AMAR,Mexico,LocoTrack HGP4,1638,163800
Jun,2023,AMAR,Mexico,LocoTrack HFR4,1638,163800
Jun,2023,AMAR,Mexico,LocoTag P4P,163,16300
Jun,2023,AMAR,Mexico,LocoTag E4BL,1137,113700
Jun,2023,AMAR,Mexico,LocoTag C2PL,192,19200
Jul,2023,EMEA,United Kingdom,LocoTrack HGD4,2207,220700
Jul,2023,EMEA,United Kingdom,LocoTrack HGR4,1839,183900
Jul,2023,EMEA,United Kingdom,LocoTrack HGP4,1839,183900
Jul,2023,EMEA,United Kingdom,LocoTrack HFR4,1839,183900
Jul,2023,EMEA,United Kingdom,LocoTag P4P,184,18400
Jul,2023,EMEA,United Kingdom,LocoTag E4BL,1280,128000
Jul,2023,EMEA,United Kingdom,LocoTag C2PL,217,21700
Jul,2023,EMEA,Germany,LocoTrack HGD4,2207,220700
Jul,2023,EMEA,Germany,LocoTrack HGR4,1839,183900
Jul,2023,EMEA,Germany,LocoTrack HGP4,1839,183900
Jul,2023,EMEA,Germany,LocoTrack HFR4,1839,183900
Jul,2023,EMEA,Germany,LocoTag P4P,184,18400
Jul,2023,EMEA,Germany,LocoTag E4BL,1280,128000
Jul,2023,EMEA,Germany,LocoTag C2PL,217,21700
Jul,2023,EMEA,France,LocoTrack HGD4,2207,220700
Jul,2023,EMEA,France,LocoTrack HGR4,1839,183900
Jul,2023,EMEA,France,LocoTrack HGP4,1839,183900
Jul,2023,EMEA,France,LocoTrack HFR4,1839,183900
Jul,2023,EMEA,France,LocoTag P4P,184,18400
Jul,2023,EMEA,France,LocoTag E4BL,1280,128000
Jul,2023,EMEA,France,LocoTag C2PL,217,21700
Jul,2023,APAC,Japan,LocoTrack HGD4,1766,176600
Jul,2023,APAC,Japan,LocoTrack HGR4,1472,147200
Jul,2023,APAC,Japan,LocoTrack HGP4,1472,147200
Jul,2023,APAC,Japan,LocoTrack HFR4,1472,147200
Jul,2023,APAC,Japan,LocoTag P4P,147,14700
Jul,2023,APAC,Japan,LocoTag E4BL,1024,102400
Jul,2023,APAC,Japan,LocoTag C2PL,174,17400
Jul,2023,APAC,Australia,LocoTrack HGD4,1766,176600
Jul,2023,APAC,Australia,LocoTrack HGR4,1472,147200
Jul,2023,APAC,Australia,LocoTrack HGP4,1472,147200
Jul,2023,APAC,Australia,LocoTrack HFR4,1472,147200
Jul,2023,APAC,Australia,LocoTag P4P,147,14700
Jul,2023,APAC,Australia,LocoTag E4BL,1024,102400
Jul,2023,APAC,Australia,LocoTag C2PL,174,17400
Jul,2023,APAC,Singapore,LocoTrack HGD4,1766,176600
Jul,2023,APAC,Singapore,LocoTrack HGR4,1472,147200
Jul,2023,APAC,Singapore,LocoTrack HGP4,1472,147200
Jul,2023,APAC,Singapore,LocoTrack HFR4,1472,147200
Jul,2023,APAC,Singapore,LocoTag P4P,147,14700
Jul,2023,APAC,Singapore,LocoTag E4BL,1024,102400
Jul,2023,APAC,Singapore,LocoTag C2PL,174,17400
Jul,2023,AMAR,United States,LocoTrack HGD4,1987,198700
Jul,2023,AMAR,United States,LocoTrack HGR4,1655,165500
Jul,2023,AMAR,United States,LocoTrack HGP4,1655,165500
Jul,2023,AMAR,United States,LocoTrack HFR4,1655,165500
Jul,2023,AMAR,United States,LocoTag P4P,165,16500
Jul,2023,AMAR,United States,LocoTag E4BL,1152,115200
Jul,2023,AMAR,United States,LocoTag C2PL,195,19500
Jul,2023,AMAR,Canada,LocoTrack HGD4,1987,198700
Jul,2023,AMAR,Canada,LocoTrack HGR4,1655,165500
Jul,2023,AMAR,Canada,LocoTrack HGP4,1655,165500
Jul,2023,AMAR,Canada,LocoTrack HFR4,1655,165500
Jul,2023,AMAR,Canada,LocoTag P4P,165,16500
Jul,2023,AMAR,Canada,LocoTag E4BL,1152,115200
Jul,2023,AMAR,Canada,LocoTag C2PL,195,19500
Jul,2023,AMAR,Mexico,LocoTrack HGD4,1987,198700
Jul,2023,AMAR,Mexico,LocoTrack HGR4,1655,165500
Jul,2023,AMAR,Mexico,LocoTrack HGP4,1655,165500
Jul,2023,AMAR,Mexico,LocoTrack HFR4,1655,165500
Jul,2023,AMAR,Mexico,LocoTag P4P,165,16500
Jul,2023,AMAR,Mexico,LocoTag E4BL,1152,115200
Jul,2023,AMAR,Mexico,LocoTag C2PL,195,19500
Aug,2023,EMEA,United Kingdom,LocoTrack HGD4,2231,223100
Aug,2023,EMEA,United Kingdom,LocoTrack HGR4,1859,185900
Aug,2023,EMEA,United Kingdom,LocoTrack HGP4,1859,185900
Aug,2023,EMEA,United Kingdom,LocoTrack HFR4,1859,185900
Aug,2023,EMEA,United Kingdom,LocoTag P4P,186,18600
Aug,2023,EMEA,United Kingdom,LocoTag E4BL,1296,129600
Aug,2023,EMEA,United Kingdom,LocoTag C2PL,220,22000
Aug,2023,EMEA,Germany,LocoTrack HGD4,2231,223100
Aug,2023,EMEA,Germany,LocoTrack HGR4,1859,185900
Aug,2023,EMEA,Germany,LocoTrack HGP4,1859,185900
Aug,2023,EMEA,Germany,LocoTrack HFR4,1859,185900
Aug,2023,EMEA,Germany,LocoTag P4P,186,18600
Aug,2023,EMEA,Germany,LocoTag E4BL,1296,129600
Aug,2023,EMEA,Germany,LocoTag C2PL,220,22000
Aug,2023,EMEA,France,LocoTrack HGD4,2231,223100
Aug,2023,EMEA,France,LocoTrack HGR4,1859,185900
Aug,2023,EMEA,France,LocoTrack HGP4,1859,185900
Aug,2023,EMEA,France,LocoTrack HFR4,1859,185900
Aug,2023,EMEA,France,LocoTag P4P,186,18600
Aug,2023,EMEA,France,LocoTag E4BL,1296,129600
Aug,2023,EMEA,France,LocoTag C2PL,220,22000
Aug,2023,APAC,Japan,LocoTrack HGD4,1785,178500
Aug,2023,APAC,Japan,LocoTrack HGR4,1488,148800
Aug,2023,APAC,Japan,LocoTrack HGP4,1488,148800
Aug,2023,APAC,Japan,LocoTrack HFR4,1488,148800
Aug,2023,APAC,Japan,LocoTag P4P,148,14800
Aug,2023,APAC,Japan,LocoTag E4BL,1036,103600
Aug,2023,APAC,Japan,LocoTag C2PL,176,17600
Aug,2023,APAC,Australia,LocoTrack HGD4,1785,178500
Aug,2023,APAC,Australia,LocoTrack HGR4,1488,148800
Aug,2023,APAC,Australia,LocoTrack HGP4,1488,148800
Aug,2023,APAC,Australia,LocoTrack HFR4,1488,148800
Aug,2023,APAC,Australia,LocoTag P4P,148,14800
Aug,2023,APAC,Australia,LocoTag E4BL,1036,103600
Aug,2023,APAC,Australia,LocoTag C2PL,176,17600
Aug,2023,APAC,Singapore,LocoTrack HGD4,1785,178500
Aug,2023,APAC,Singapore,LocoTrack HGR4,1488,148800
Aug,2023,APAC,Singapore,LocoTrack HGP4,1488,148800
Aug,2023,APAC,Singapore,LocoTrack HFR4,1488,148800
Aug,2023,APAC,Singapore,LocoTag P4P,148,14800
Aug,2023,APAC,Singapore,LocoTag E4BL,1036,103600
Aug,2023,APAC,Singapore,LocoTag C2PL,176,17600
Aug,2023,AMAR,United States,LocoTrack HGD4,2008,200800
Aug,2023,AMAR,United States,LocoTrack HGR4,1674,167400
Aug,2023,AMAR,United States,LocoTrack HGP4,1674,167400
Aug,2023,AMAR,United States,LocoTrack HFR4,1674,167400
Aug,2023,AMAR,United States,LocoTag P4P,167,16700
Aug,2023,AMAR,United States,LocoTag E4BL,1166,116600
Aug,2023,AMAR,United States,LocoTag C2PL,198,19800
Aug,2023,AMAR,Canada,LocoTrack HGD4,2008,200800
Aug,2023,AMAR,Canada,LocoTrack HGR4,1674,167400
Aug,2023,AMAR,Canada,LocoTrack HGP4,1674,167400
Aug,2023,AMAR,Canada,LocoTrack HFR4,1674,167400
Aug,2023,AMAR,Canada,LocoTag P4P,167,16700
Aug,2023,AMAR,Canada,LocoTag E4BL,1166,116600
Aug,2023,AMAR,Canada,LocoTag C2PL,198,19800
Aug,2023,AMAR,Mexico,LocoTrack HGD4,2008,200800
Aug,2023,AMAR,Mexico,LocoTrack HGR4,1674,167400
Aug,2023,AMAR,Mexico,LocoTrack HGP4,1674,167400
Aug,2023,AMAR,Mexico,LocoTrack HFR4,1674,167400
Aug,2023,AMAR,Mexico,LocoTag P4P,167,16700
Aug,2023,AMAR,Mexico,LocoTag E4BL,1166,116600
Aug,2023,AMAR,Mexico,LocoTag C2PL,198,19800
Sep,2023,EMEA,United Kingdom,LocoTrack HGD4,2256,225600
Sep,2023,EMEA,United Kingdom,LocoTrack HGR4,1880,188000
Sep,2023,EMEA,United Kingdom,LocoTrack HGP4,1880,188000
Sep,2023,EMEA,United Kingdom,LocoTrack HFR4,1880,188000
Sep,2023,EMEA,United Kingdom,LocoTag P4P,188,18800
Sep,2023,EMEA,United Kingdom,LocoTag E4BL,1312,131200
Sep,2023,EMEA,United Kingdom,LocoTag C2PL,223,22300
Sep,2023,EMEA,Germany,LocoTrack HGD4,2256,225600
Sep,2023,EMEA,Germany,LocoTrack HGR4,1880,188000
Sep,2023,EMEA,Germany,LocoTrack HGP4,1880,188000
Sep,2023,EMEA,Germany,LocoTrack HFR4,1880,188000
Sep,2023,EMEA,Germany,LocoTag P4P,188,18800
Sep,2023,EMEA,Germany,LocoTag E4BL,1312,131200
Sep,2023,EMEA,Germany,LocoTag C2PL,223,22300
Sep,2023,EMEA,France,LocoTrack HGD4,2256,225600
Sep,2023,EMEA,France,LocoTrack HGR4,1880,188000
Sep,2023,EMEA,France,LocoTrack HGP4,1880,188000
Sep,2023,EMEA,France,LocoTrack HFR4,1880,188000
Sep,2023,EMEA,France,LocoTag P4P,188,18800
Sep,2023,EMEA,France,LocoTag E4BL,1312,131200
Sep,2023,EMEA,France,LocoTag C2PL,223,22300
Sep,2023,APAC,Japan,LocoTrack HGD4,1804,180400
Sep,2023,APAC,Japan,LocoTrack HGR4,1504,150400
Sep,2023,APAC,Japan,LocoTrack HGP4,1504,150400
Sep,2023,APAC,Japan,LocoTrack HFR4,1504,150400
Sep,2023,APAC,Japan,LocoTag P4P,150,15000
Sep,2023,APAC,Japan,LocoTag E4BL,1049,104900
Sep,2023,APAC,Japan,LocoTag C2PL,179,17900
Sep,2023,APAC,Australia,LocoTrack HGD4,1804,180400
Sep,2023,APAC,Australia,LocoTrack HGR4,1504,150400
Sep,2023,APAC,Australia,LocoTrack HGP4,1504,150400
Sep,2023,APAC,Australia,LocoTrack HFR4,1504,150400
Sep,2023,APAC,Australia,LocoTag P4P,150,15000
Sep,2023,APAC,Australia,LocoTag E4BL,1049,104900
Sep,2023,APAC,Australia,LocoTag C2PL,179,17900
Sep,2023,APAC,Singapore,LocoTrack HGD4,1804,180400
Sep,2023,APAC,Singapore,LocoTrack HGR4,1504,150400
Sep,2023,APAC,Singapore,LocoTrack HGP4,1504,150400
Sep,2023,APAC,Singapore,LocoTrack HFR4,1504,150400
Sep,2023,APAC,Singapore,LocoTag P4P,150,15000
Sep,2023,APAC,Singapore,LocoTag E4BL,1049,104900
Sep,2023,APAC,Singapore,LocoTag C2PL,179,17900
Sep,2023,AMAR,United States,LocoTrack HGD4,2030,203000
Sep,2023,AMAR,United States,LocoTrack HGR4,1692,169200
Sep,2023,AMAR,United States,LocoTrack HGP4,1692,169200
Sep,2023,AMAR,United States,LocoTrack HFR4,1692,169200
Sep,2023,AMAR,United States,LocoTag P4P,169,16900
Sep,2023,AMAR,United States,LocoTag E4BL,1180,118000
Sep,2023,AMAR,United States,LocoTag C2PL,201,20100
Sep,2023,AMAR,Canada,LocoTrack HGD4,2030,203000
Sep,2023,AMAR,Canada,LocoTrack HGR4,1692,169200
Sep,2023,AMAR,Canada,LocoTrack HGP4,1692,169200
Sep,2023,AMAR,Canada,LocoTrack HFR4,1692,169200
Sep,2023,AMAR,Canada,LocoTag P4P,169,16900
Sep,2023,AMAR,Canada,LocoTag E4BL,1180,118000
Sep,2023,AMAR,Canada,LocoTag C2PL,201,20100
Sep,2023,AMAR,Mexico,LocoTrack HGD4,2030,203000
Sep,2023,AMAR,Mexico,LocoTrack HGR4,1692,169200
Sep,2023,AMAR,Mexico,LocoTrack HGP4,1692,169200
Sep,2023,AMAR,Mexico,LocoTrack HFR4,1692,169200
Sep,2023,AMAR,Mexico,LocoTag P4P,169,16900
Sep,2023,AMAR,Mexico,LocoTag E4BL,1180,118000
Sep,2023,AMAR,Mexico,LocoTag C2PL,201,20100
Oct,2023,EMEA,United Kingdom,LocoTrack HGD4,2280,228000
Oct,2023,EMEA,United Kingdom,LocoTrack HGR4,1900,190000
Oct,2023,EMEA,United Kingdom,LocoTrack HGP4,1900,190000
Oct,2023,EMEA,United Kingdom,LocoTrack HFR4,1900,190000
Oct,2023,EMEA,United Kingdom,LocoTag P4P,190,19000
Oct,2023,EMEA,United Kingdom,LocoTag E4BL,1328,132800
Oct,2023,EMEA,United Kingdom,LocoTag C2PL,227,22700
Oct,2023,EMEA,Germany,LocoTrack HGD4,2280,228000
Oct,2023,EMEA,Germany,LocoTrack HGR4,1900,190000
Oct,2023,EMEA,Germany,LocoTrack HGP4,1900,190000
Oct,2023,EMEA,Germany,LocoTrack HFR4,1900,190000
Oct,2023,EMEA,Germany,LocoTag P4P,190,19000
Oct,2023,EMEA,Germany,LocoTag E4BL,1328,132800
Oct,2023,EMEA,Germany,LocoTag C2PL,227,22700
Oct,2023,EMEA,France,LocoTrack HGD4,2280,228000
Oct,2023,EMEA,France,LocoTrack HGR4,1900,190000
Oct,2023,EMEA,France,LocoTrack HGP4,1900,190000
Oct,2023,EMEA,France,LocoTrack HFR4,1900,190000
Oct,2023,EMEA,France,LocoTag P4P,190,19000
Oct,2023,EMEA,France,LocoTag E4BL,1328,132800
Oct,2023,EMEA,France,LocoTag C2PL,227,22700
Oct,2023,APAC,Japan,LocoTrack HGD4,1823,182300
Oct,2023,APAC,Japan,LocoTrack HGR4,1520,152000
Oct,2023,APAC,Japan,LocoTrack HGP4,1520,152000
Oct,2023,APAC,Japan,LocoTrack HFR4,1520,152000
Oct,2023,APAC,Japan,LocoTag P4P,152,15200
Oct,2023,APAC,Japan,LocoTag E4BL,1062,106200
Oct,2023,APAC,Japan,LocoTag C2PL,181,18100
Oct,2023,APAC,Australia,LocoTrack HGD4,1823,182300
Oct,2023,APAC,Australia,LocoTrack HGR4,1520,152000
Oct,2023,APAC,Australia,LocoTrack HGP4,1520,152000
Oct,2023,APAC,Australia,LocoTrack HFR4,1520,152000
Oct,2023,APAC,Australia,LocoTag P4P,152,15200
Oct,2023,APAC,Australia,LocoTag E4BL,1062,106200
Oct,2023,APAC,Australia,LocoTag C2PL,181,18100
Oct,2023,APAC,Singapore,LocoTrack HGD4,1823,182300
Oct,2023,APAC,Singapore,LocoTrack HGR4,1520,152000
Oct,2023,APAC,Singapore,LocoTrack HGP4,1520,152000
Oct,2023,APAC,Singapore,LocoTrack HFR4,1520,152000
Oct,2023,APAC,Singapore,LocoTag P4P,152,15200
Oct,2023,APAC,Singapore,LocoTag E4BL,1062,106200
Oct,2023,APAC,Singapore,LocoTag C2PL,181,18100
Oct,2023,AMAR,United States,LocoTrack HGD4,2052,205200
Oct,2023,AMAR,United States,LocoTrack HGR4,1710,171000
Oct,2023,AMAR,United States,LocoTrack HGP4,1710,171000
Oct,2023,AMAR,United States,LocoTrack HFR4,1710,171000
Oct,2023,AMAR,United States,LocoTag P4P,171,17100
Oct,2023,AMAR,United States,LocoTag E4BL,1195,119500
Oct,2023,AMAR,United States,LocoTag C2PL,204,20400
Oct,2023,AMAR,Canada,LocoTrack HGD4,2052,205200
Oct,2023,AMAR,Canada,LocoTrack HGR4,1710,171000
Oct,2023,AMAR,Canada,LocoTrack HGP4,1710,171000
Oct,2023,AMAR,Canada,LocoTrack HFR4,1710,171000
Oct,2023,AMAR,Canada,LocoTag P4P,171,17100
Oct,2023,AMAR,Canada,LocoTag E4BL,1195,119500
Oct,2023,AMAR,Canada,LocoTag C2PL,204,20400
Oct,2023,AMAR,Mexico,LocoTrack HGD4,2052,205200
Oct,2023,AMAR,Mexico,LocoTrack HGR4,1710,171000
Oct,2023,AMAR,Mexico,LocoTrack HGP4,1710,171000
Oct,2023,AMAR,Mexico,LocoTrack HFR4,1710,171000
Oct,2023,AMAR,Mexico,LocoTag P4P,171,17100
Oct,2023,AMAR,Mexico,LocoTag E4BL,1195,119500
Oct,2023,AMAR,Mexico,LocoTag C2PL,204,20400
Nov,2023,EMEA,United Kingdom,LocoTrack HGD4,2304,230400
Nov,2023,EMEA,United Kingdom,LocoTrack HGR4,1920,192000
Nov,2023,EMEA,United Kingdom,LocoTrack HGP4,1920,192000
Nov,2023,EMEA,United Kingdom,LocoTrack HFR4,1920,192000
Nov,2023,EMEA,United Kingdom,LocoTag P4P,192,19200
Nov,2023,EMEA,United Kingdom,LocoTag E4BL,1344,134400
Nov,2023,EMEA,United Kingdom,LocoTag C2PL,230,23000
Nov,2023,EMEA,Germany,LocoTrack HGD4,2304,230400
Nov,2023,EMEA,Germany,LocoTrack HGR4,1920,192000
Nov,2023,EMEA,Germany,LocoTrack HGP4,1920,192000
Nov,2023,EMEA,Germany,LocoTrack HFR4,1920,192000
Nov,2023,EMEA,Germany,LocoTag P4P,192,19200
Nov,2023,EMEA,Germany,LocoTag E4BL,1344,134400
Nov,2023,EMEA,Germany,LocoTag C2PL,230,23000
Nov,2023,EMEA,France,LocoTrack HGD4,2304,230400
Nov,2023,EMEA,France,LocoTrack HGR4,1920,192000
Nov,2023,EMEA,France,LocoTrack HGP4,1920,192000
Nov,2023,EMEA,France,LocoTrack HFR4,1920,192000
Nov,2023,EMEA,France,LocoTag P4P,192,19200
Nov,2023,EMEA,France,LocoTag E4BL,1344,134400
Nov,2023,EMEA,France,LocoTag C2PL,230,23000
Nov,2023,APAC,Japan,LocoTrack HGD4,1843,184300
Nov,2023,APAC,Japan,LocoTrack HGR4,1536,153600
Nov,2023,APAC,Japan,LocoTrack HGP4,1536,153600
Nov,2023,APAC,Japan,LocoTrack HFR4,1536,153600
Nov,2023,APAC,Japan,LocoTag P4P,153,15300
Nov,2023,APAC,Japan,LocoTag E4BL,1075,107500
Nov,2023,APAC,Japan,LocoTag C2PL,184,18400
Nov,2023,APAC,Australia,LocoTrack HGD4,1843,184300
Nov,2023,APAC,Australia,LocoTrack HGR4,1536,153600
Nov,2023,APAC,Australia,LocoTrack HGP4,1536,153600
Nov,2023,APAC,Australia,LocoTrack HFR4,1536,153600
Nov,2023,APAC,Australia,LocoTag P4P,153,15300
Nov,2023,APAC,Australia,LocoTag E4BL,1075,107500
Nov,2023,APAC,Australia,LocoTag C2PL,184,18400
Nov,2023,APAC,Singapore,LocoTrack HGD4,1843,184300
Nov,2023,APAC,Singapore,LocoTrack HGR4,1536,153600
Nov,2023,APAC,Singapore,LocoTrack HGP4,1536,153600
Nov,2023,APAC,Singapore,LocoTrack HFR4,1536,153600
Nov,2023,APAC,Singapore,LocoTag P4P,153,15300
Nov,2023,APAC,Singapore,LocoTag E4BL,1075,107500
Nov,2023,APAC,Singapore,LocoTag C2PL,184,18400
Nov,2023,AMAR,United States,LocoTrack HGD4,2073,207300
Nov,2023,AMAR,United States,LocoTrack HGR4,1728,172800
Nov,2023,AMAR,United States,LocoTrack HGP4,1728,172800
Nov,2023,AMAR,United States,LocoTrack HFR4,1728,172800
Nov,2023,AMAR,United States,LocoTag P4P,172,17200
Nov,2023,AMAR,United States,LocoTag E4BL,1209,120900
Nov,2023,AMAR,United States,LocoTag C2PL,207,20700
Nov,2023,AMAR,Canada,LocoTrack HGD4,2073,207300
Nov,2023,AMAR,Canada,LocoTrack HGR4,1728,172800
Nov,2023,AMAR,Canada,LocoTrack HGP4,1728,172800
Nov,2023,AMAR,Canada,LocoTrack HFR4,1728,172800
Nov,2023,AMAR,Canada,LocoTag P4P,172,17200
Nov,2023,AMAR,Canada,LocoTag E4BL,1209,120900
